date_raw,sender_name,text
ek ago,Brenda ***********,"Marami po dto mga walang day off diretso cla sa mga trabaho po,sana po masabihan ang mga agency to cooperate with their employers"
ek ago,Aiza ***********,"Sir required po bo sa agency abroad na hawakan ang mga passport ng aplikante o kunin ang mga cp un mga binabik ng employer,at required po na mg trial k sa employer kng kukunin k nya sa agency"
ek ago,Aimie ***********,Good afternoon poh sana mabigyan poh pansin ang reklamo ko sa employer ko nag message na poh ako sa polo Riyadh
ek ago,Roselyn ***********,"Tulongan niyo Naman hipag ko Wala ng update sa kanya Ang owwa,nasa albatin sya Ngayon.actionan niyo Naman,zeseil MOntebon name niya.5months walang sahod,"
ek ago,かと ***********,"Dina ako nakarenew ng membership ko ataw magbgay ng bagong kontrata amo ko,iqama at visa lang nirenew nya"
ek ago,Estrella ***********,Sir nex mont uuwi nko gusto ko po buisness wla talga ako ipon po
ek ago,Honey ***********,GOOD EVENING PO SIR.PWEDE PO BANG IAP APPLY KO NG SCHOLARSHIP ANG PAMANGKIN KO WALA PO KSI AKONG ANAK?THANK YOU
ek ago,Julie ***********,May anak ako na mahilig sa musika ano gagawin pa anoamag register
ek ago,Caren ***********,Hi po limit ba talaga ang age ng dependent paano nung kasagsagan ng covid tumugil po ng 2 years at now bumalik na po at 22 na edad wla po bang exemption?
ek ago,Glena ***********,Good evening sir tanong lang namin kong kasali ba ang deployments band sa pabalik2x o bago lang may band
ek ago,Joy ***********,Tagal na nag apply group namin sa Burgos paniqui Tarlac hangan ngaun wla 2 yrs na hangan ngaun nakabalilk nalang ako abraod
ek ago,Reil ***********,Pa avail pa po ng livelihood program
ek ago,Ernalynjose ***********,11 yrs na ako sa amo ko tuwing bakasyon ko binibigyan ako Ng bonus apart ba from bonus pag nag for good ako entitled ba ako na makakuha Ng indemnity?
ek ago,Luisan ***********,Sir am watching from Cyprus paano po ba mag apply sa housing??
ek ago,Lucille ***********,"Hi po, gsto ko dn pong mag loan Dyan pang dag2x sa skul po"
ek ago,Eva ***********,Hello po pa update s amessge q in private
ek ago,Mineva ***********,Nasa said po ako at tapos na ang aking contrata at hindi parin na rinyo nang aking amo 3 years na ako dito...
ek ago,Ummih ***********,Heloo po sur arnll watchi g feom Kingdom o Bahrain
ek ago,Jenalyn ***********,"Good afternoon po, ask ko lng po kng hanggang 2years po ba active ang aming owwa membership, hanggang matapos po ang aming kontrata?"
ek ago,Eglenda ***********,Nag email po ako pero hanggang ngaun wala pang update
ek ago,Lanz ***********,Watching from saudi Arabia.. ano po ba benefits pag single po... sino pd mag avail ng scholarship po.
ek ago,Annisa ***********,Salam to all staff owwa
ek ago,Ramos ***********,Mga sir /ma'am pwede po magtanung? Paano po malalaman kung active po ang owwa membership kopo???
ek ago,Lieana ***********,"hello po,ma aprobahan pa po ba ang dole akap application ko kahit di na ako active? 7 yrs ofw hindi na nka balik dahil sakitin na."
ek ago,Bat ***********,16 yrs OFW at kapatid ko NASA ibang Bansa pa Siya single parent pero wala Siya nakukuha ..My anak graduate 12 na e asan MGA pinopost Kasi m
ek ago,Zay ***********,Hello po watching from Oman
ek ago,Osohcoid ***********,Musta na po ang livelihood program nyo sa mga OFW
ek ago,Rene ***********,OWWA ADMIN.. WHAT ABOUT THE REBATE. KINDLY EXPLAIN HOW AND WHEN. IS IT GOING ON???
ek ago,Mails ***********,U mr ko april pa nag apply dole till now wala pa
ek ago,Madel ***********,Paano tanggap dati ako ofw wla balik kc na operahan ako tulongan nmn sir hirap talaga.
ek ago,Marilou ***********,"Ako po ang concern ko po ay,may bayad po ba kung mag proseso ng balik Pinas balik kabuhayan?"
ek ago,Cecil ***********,Mga sir good evening po nasa Saudi po ako in 4years po ano po ba binipisyo na pwedi ko makuha pag uwi ko now
ek ago,Gina ***********,Mga masusungit pa mga owwa employee ng owwa
ek ago,Ana ***********,Paki lakasan yong audio sir bat ma'am
ek ago,Ana ***********,Sir pasencya na po Ang volume di ma klaro parang basag
ek ago,Marites ***********,"Kyln po ky matupad ang day off dto sa Qatar para makapagiya nmn po.,sana matupada na po,"
ek ago,Emily ***********,Dapat din busisihin ng government ang contract kasi di sinusunod ng mga employer at agency lalo na pag middle east
5 days ago,Mabel ***********,sana po mka avail ung mga anak ko sa assistance ninyo
ek ago,Marilyn ***********,Owwa region 12 shout out tulog2 kyo jn kkainis kyo scholarships lng hirap p kyo mgbigay kmi nmang ofw naghijirap d2
ek ago,Arthur ***********,Magandang hapon po sa inyo.tanong ko lang po mga sir at madam ano oo ba mga reguirements para makakuha ng livelihood program.thanks and more power
ek ago,Maricel ***********,"Ask ku lng po if meron po ba makukuha na cash assistance if mag for good na,from taiwan"
ek ago,Kerk ***********,Sana ofw schularship para sa mga anak namin maka kuha mam an sir
ek ago,Annilyn ***********,Sir para saan po ung dole akap sir from Saudi po
ek ago,Florence ***********,Hello po ask ko lang po kailan po kaya ang releasing ng dole akap dito sa region 6
ek ago,Sian ***********,Bkt po owwa calamba hnd matawagan number nila
ek ago,Gina ***********,Sana lang mabigyan nyo ng pansin wag puro daldal kayo walang gawa
ek ago,Aileene ***********,Ask lang po kung pwede pa po mag apply ng scholarship
ek ago,Ana ***********,Ahay di ko talaga marinig masyado Ang hina
ek ago,Jennifer ***********,Haaayyyy nku yung 550 nga s airport di mk kuha s ilang yrs n pblik balik ng pinas haaaayyyy aasa p po ba
ek ago,Aileene ***********,Pwede po ba kahit ako po ang mag asikaso ng scholarship ng kapatid ko mama ko po ofw po sa taiwan
ek ago,JA ***********,Sir maam follow up po ng BPBH
ek ago,Cherry ***********,OWWA mobile apps bakit di nag email ng message sa registered
ek ago,Felicidad ***********,Paano poh makasali ofw poh ako kuwait my student poh ako
ek ago,Marivic ***********,Sir pwede po ba mg pile ng scholarship Grade 10 na po ang anak ko okay lang po ba kahit 84% lang Maka abil ba po cya kahit hindi 90%
ek ago,Resil ***********,WAtching from Lebanon
ek ago,Joss ***********,Sir Arnel Ignacio nakaka sad Naman Po Dami owwa program khit Isa Po don Hindi Ako nka avail
ek ago,Mongay ***********,San po ba Makita Ang mga pwedi g eloan sa owwa...
ek ago,Mjrollinfoods ***********,"Sir malapit na kami uwi for good, ano pro ba advise na Negosyo?"
ek ago,Mjrollinfoods ***********,"Hello po, kahit anong Kurso pwede ba kunin ng anak ko?"
ek ago,Rodilyn ***********,Tposin ko nlng Yung 4yrs dito sir Saudi arabia uwi ndin ng pinas
ek ago,Susan ***********,Gusto ko mgloan sa owwa pero dko alam kung paano.14 yrs OfW sa kuwait..pwde po any info
ek ago,Marilou ***********,Sa negros po kasi pag wala po 800 hindi po ma proseso
ek ago,DE ***********,Sir if matapos ko bh 2 years ko tas balik ako ng agency kasi ayoko munang umuwi palit lng ako ng amo..makukuha ko bh ang indemnity ko???
ek ago,Aileene ***********,Pwede po email sa pag enquire ng scholarship
ek ago,Adanisdo ***********,Pano b ito akap n ito tagal ko n nag apply pero sa awa ng dios wala ako nakuha.
ek ago,Ghaziah ***********,paano mg apply scolarship kc college na na anak ko dalawa hirapan po ako kc dalawa na college ko
ek ago,Cherry ***********,OWWA mobile apps hindi naman nagmemessage
ek ago,Alma ***********,sir maam.bt mo antagal doleakap financial nmin.1yr mahigit npo kmi nkauwi ng pilipinas.
ek ago,Antonette ***********,Tama Sir kmi dito sa abudhabi wala rin day off poh
ek ago,Tesha ***********,Pno po mlman Kung active kmi s owwa??from riyadh po AKO ????
ek ago,Pasco ***********,Sir totoo bq if babalik sa employer under agency na po...whatching from saudi
ek ago,Marilyn ***********,PAHINGI PO NG CONTACT NUMBER PO NG SECRETARY NG OWWA PO NTIN SLAMAT PO
ek ago,Grandy ***********,Good afternoon ..HND po Kami mk login sa mobile app
ek ago,Dhen ***********,"Good pm po,, ask lng po sana if pag nagresign po may nkukuha daw po sa OWWA?thanks po.."
ek ago,Maya ***********,Hello po ask po kung pwede ko po ba makukuha sa amo ko ang mga previous leave salary ko kung sakali ako pp ay nauwi?
ek ago,Matha ***********,sna mkakuha ako rebealt...3yrs ako saudi tas singlemom pa ako..kaht cash asestance na lng na hindi babalik mag abroad...
ek ago,Josie ***********,Pde ba Maka avail ng balik pinas hanapbuhay
ek ago,April ***********,Ask lng poh about deployment ban sa middle east. Thanks
ek ago,Roylan ***********,Pa help naman po emergency ofw sa dubai si evelyn bayre
ek ago,Chloe ***********,Ano po phone number ng embassy ng Riyadh dito sa pinas.sana nmn po ma aksyonan po hiling ko
ek ago,Felbert ***********,Goodafternoon Po maam/sir sana po ma open at mabasa nman Po ninyo Ang messge ko sa Inyo at Kay sir Arnel Ignacio
ek ago,Yma ***********,Nabaon na po ba sa limot. 2 yrs in the making na
ek ago,Meriam ***********,good evening po mga sir and ma'am ask sana ako kng anong mkuha kong assistance pg ng 4good na?
ek ago,Rhey ***********,Sir ma'am...pinipili lang bz talaga ang maka avail ng scholarship
ek ago,Monaliza ***********,Rgion 4A Batangas sir.kln po mkkuha ang dole akap.monaliza rosil.
ek ago,Reachele ***********,"good day po sir Arnel lodi,ask ko lang po kung ano requirements para po sa scholarship sa college?"
ek ago,Nerma ***********,HELLO PO..WATCHING FROM DAVAO DEL NORTE PHILIPPINES
ek ago,Felbert ***********,Saka Po pa balik2 na Po kame sa owwa at polo Wala nman Po inaksyon 2021 Po kame nag reklamo at balik nanaman kame lunes at sa Isang buwan ka apat yata kame mkblik .sa owwa at polo
ek ago,Genalyn ***********,Magandang araw po mga sir/man pafollow up lng po At patulonh na Mapauwi any bangkang ng friend ko Frederick Gacusan Villanueva dito sa Riyadh po
ek ago,Mherl ***********,"Sir sana po maka pag apply po ng scholarships kahit yong dalawa ko manlang na anak,paano po mag apply pag ofw?salamat po."
ek ago,Evangeline ***********,Educational assistance sir meron naba sa caraga.
ek ago,Bautista ***********,Tanong lng po ano po pakinabang ng ofw ecard
ek ago,Emanuel ***********,Doleakap region4a
ek ago,Estrella ***********,Sir pede kopo ba makuha un kulang nah sahod ko kc sa bincontrata 1600Sr ako
ek ago,Maribeth ***********,"Sir single mom Po Ako my anak ako pito ,"
ek ago,Cleo ***********,Papaano po makakuha kapag mag for good na po
ek ago,Marynels ***********,Paano nman po kmi dto sa duha Qatar 6 years nko walang day off... dapat kasali rin kmi dto sa Qatar..
ek ago,Mitzi ***********,Sir sa odsp scholar po ba need bayaran muna yung tuition bago refund or okay na po basta naka enrol na?
ek ago,Annalisa ***********,"Gud eve Po, kame pong mga paalis pwd Po ba makahiram NG pera o makaloan sa office Po ninyo"
ek ago,Gemmar ***********,Ailyn Gaspar NMN ang pangalan po ng asawa ko
ek ago,Vhie ***********,Mga sir mam paano mg sv sa employer in a nice Way kc parang hnd cla mg bibigay 13 yrs na ako sa kanila hnd dw nila alam Ang end of service binifits
ek ago,Cherry ***********,OWWA mobile apps walang email sa registered ko 2 weeks ago pa un
ek ago,Henlimitz ***********,Puro aktibo pero asan na mga benifits namin maawa nman kau my anak kami koliheyo diba nkabalik abroad umuwi dhil s a pandemic
ek ago,Armando ***********,Watching from Bahrain pls. Follow up po ang case ko Armando T. Sales Mabuhay po.
ek ago,Jen ***********,"Sana pantay2x, di yong pili2x lang ang tulungan."
ek ago,John ***********,Sir may update na po dole akap region 4A ?
ek ago,Cherry ***********,OWWA mobile apps nagregistered ako 2weeks walang emailuntil now
ek ago,Cherry ***********,Wala pa rin talaga panay wait email message
ek ago,Mahadomi ***********,Bakit po inactive a rin membership ko kahit bayad n q as per oec
ek ago,Juliet ***********,Sir pwede poba schoolarship ng anak ko
ek ago,تشان ***********,helo po matanong lang paano ba mag renew nag owwa membership nandito ako sa riyadh? thanks po
ek ago,Cire ***********,Baka pwedi nyo po ma view sa messenger
ek ago,Jen ***********,Yong DOLE AKAP KO last 2020 pa hahahha hanggang ngayon WALEY
ek ago,Reynaldo ***********,SIR WAG NMAN NINYO I BLOCK YUNG MESGS KO? PO SA INYO SA PAGE SA MESSENGER NINYO PAANO NINYO MABABASA ANG SINABI KO
ek ago,Barba ***********,nasasagot po ba mga katanungan ng ofw kasambahay dito?
ek ago,Margarita ***********,Madali lang salita pero subukan mo pumunta NG owwa sa a closed nadaw yong pag apply NG scholarship nila
ek ago,Scarletteleizl ***********,Single mom po Ako ma'am ano po pwde mahingi na tulog Po
ek ago,Leia ***********,"bakit po ganon, wala akong account sa OWWA samantalang may certificates ako tapos paid pa naman yon"
ek ago,Lois ***********,"Pinagpapasahan nmn yan ,omg lahat ng email on record yan"
ek ago,Jhasmin ***********,Good day po. Nagpapadala na po ba ng mga ofw sa iraq?
ek ago,Gian ***********,"Walang katotohanan,Iwan nalang sa mga tao Ng gobyerno,,,,Ang daming sinasabi Wala namang nagawa Kung Meron man pinipili lng yata nila"
ek ago,Charito ***********,Nag apply Yong anak ko noon Ng OWWA
ek ago,Amychel ***********,"Good day Sir Arnel...ask ko lang po if saan pwedeng malaman kung saan magtatanong regarding sa benefits ng isang OFW? Hope for immediate response,thank you and God bless po sa inyong programa"
ek ago,Applegrace ***********,Ah gandang gabi po bk pwede po maiaply ng shcolar anak ko
ek ago,Yma ***********,"Yung pinangako nyo pong 10k sa mga nawalan ng trabahong OFW, anu na po ang nnangyari?"
ek ago,Jbrothers ***********,hello po! sa inyong lhat! galing po aq ng dubai sa tulong pi ng owwa Dubai naka uwi na po aq
ek ago,Kristine ***********,HAY NAKU ANDAMI KO NG CHAT DTO NI ISA WALANG NAKA PANSIN SA INYO
ek ago,Catherine ***********,Matanong ko lang sir maam.halimbawa exsit na poh kami air maam makuha k
ek ago,John ***********,"magandang hapon po isa akong ofw, naloko po ako ng agency ko patulong naman po nasa ksa ako"
ek ago,Celai ***********,Hello po sa inyong lahat magandang gabi po sainyo
ek ago,Chave ***********,How to process burial assistance dito sa Taiwan.?
ek ago,Diana ***********,Hi watching Pakistan sana Marami pa kayo mattulungan
ek ago,Genalyn ***********,Sir magppatulong po ako sa friend kong namatay last Friday Frederick Gacusan Villanueva Wala pong update ng company sa family nya
ek ago,Edna ***********,Ako po single mam isngtaon n sa qatar paano po mka avail my high school ako student
ek ago,Arbaya ***********,Good evening po msta na po ung sa kay lelibeth pag uwi nya.ung taga sakaka po.
ek ago,Nolie ***********,Bkit di nyo sagutin ang tanong ko tungkol s rebate
ek ago,Jen ***********,Sana mapansin nio po ako sir gsto ko umalis dito sa amo ko overwork po walng pahinga minsan d pa mkakain walang restdy 5hrs lng tulog ayaw ako tulungan agency magbbyad daw ako 250k para mkauwi ako pinas
ek ago,Vhe ***********,Hello po. May tanong lang po ako. Pag nag for good naho ba ako. Tuloy tuloy ho poba ang polo owwa scholar ng anak ko?
ek ago,Honey ***********,SIR ARNEL MANDATORY NA PO BA ANG PAG IBIG AT PHILEHEALTH?
ek ago,Vicente ***********,"Sana lagi ganito ginagawa nila lagi, upang agad masagot ang suliranin"
ek ago,Zelmer ***********,Hello po ask ko lang po kng meron din indemnity ang ofw ng uae tulad ng kuwait
ek ago,Sisim ***********,Sir how nmn po ung mga single na ofw pwd ba sila sa scholaship program para sa mga pamangkin?
ek ago,Cire ***********,OWWA Overseas Workers Welfare Administration nag pm po ako sa messanger sir pahelp namn po ako mag lima buwan nako wala sahod dto po ako sa riyahd *******
ek ago,Monay ***********,"Hello po mga Sir/Mam, ano po benefits ng isang OFW na hindi baldado?at matagal ng nasa abroad?"
ek ago,Marvie ***********,"Hello po,ask ko lng po maam/sir, gaano po ba katagal ang repatraition"
ek ago,Amierah ***********,"Thanks po sa inyu po mgataga OWWA Pinas sa inyung time to time na updates ,,mabuhay kayo"
ek ago,Rosa ***********,Watching from dubai...tanong ko lang po..Kong kailang po ba ang AMNESTY dto sa dubai?
ek ago,تشان ***********,sir matanong lang po ano bang balita dun sa ayuda ng calamity sa cebu po nung my bagyo kailangan ba talaga active member ang makatanggap dun?
ek ago,Carol ***********,Sir arnel saan po ako apoint para mkarihistro ang anak ko c OWWA Overseas Workers Welfare Administration
ek ago,Juliet ***********,Al baha KSA po ako.
ek ago,Crisanta ***********,Sir dito po pala ako sa sakan ng saudi
ek ago,Meann ***********,Hi po ano2x po mga requiremnts pra mka avail ng balik pinas balik hanapbuhay?
ek ago,Vhie ***********,Medyo madillim kc nka black kau mg kakatabi hehhe
ek ago,Joel ***********,Anong magawa ng owwa sa Amin dito sa Afghanistan tungkol sa alert level 4 paano ninyu eto matugunan
ek ago,Zarene ***********,Magandang gabi paanu kumuha ng ofw distress financial
ek ago,Mark ***********,Sanapo MA verify ako owwa central luzon
ek ago,Ummih ***********,Paanonpo derekta makapg cat s ainyoo
ek ago,PA ***********,Hello Po owwa ! Keep up the good work . Ang Dami na nating napauwi.
ek ago,Marie ***********,"Hi po, pede po ba magamit ng scholar ang odsp kahit sa private school?"
ek ago,Yham ***********,Filled na po sa embassy at owwa polo kuwait ang repat ng asawa bakit po lalo po yata tumatagal saan po ba may problema?
ek ago,JN ***********,Dole akap po 2021 pa po ako ngapply from CAR
ek ago,Marichue ***********,Hingi sana aq tulong single mom poh aq apat anak ko nandto po aq sa kuwait 10 years n poh aq tatlo na high school at isang elementary what's up no.#+*******
ek ago,Marie ***********,Ang scholarship po ba pwede gamitin sa private school?
ek ago,Bhe ***********,Sana po pgtuunan nio ng pancin na sundin ng amo ung mga nsa contract nming mga household workers dito sa saudi.. msunod na po sana kng ano nkalgay sa contarct lalong lalo n ung benifits at vacation pay..
ek ago,Kath ***********,"Good day po Sir, di na po ba available ang DOLE-Akap para sa repatriated OFW?"
ek ago,Deon ***********,watching here in Kuwait.
ek ago,Mails ***********,Sana mabasa comment ko
ek ago,Esor ***********,Sir ok pa po ung balikbayan ung OFW ASSISTANCE?
ek ago,Mark ***********,Akopo mag 2years nawalapadin dole akap
ek ago,Ummih ***********,"Watching from kingdom o Bahrai
sana mabasa ninyo comment ko prra matulingn ninyo pauwiin na lng sya"
ek ago,Gina ***********,Magbigay kayo ng puhunan yon ang dapat
ek ago,Wilma ***********,Ask po aq NG skolar dto po aq sg.. 2 po college ko.. Pno po mg avail s owwa?
ek ago,Vian ***********,SIR TOTOO PO BA YUN BAN DITO SA MIDDLE EAST KELAN PO IPAPATUPAD?
ek ago,Jen ***********,Sir sana ma pin nio po una ko comment please
ek ago,Cire ***********,Looking forward po na macontact nyo po ako OWWA Overseas Workers Welfare Administration .salamat po
ek ago,Genalyn ***********,Paano po nasalizing any paguie ng bangkan ng frend ko Frederick Gacusan Villanuevadito sa Riyadh
ek ago,Jerel ***********,Good evening poh sa Inyong Lahat sir Arnel....ask kulang poh.. May referral poh ang aking kina kasama about sa cash assistance.. Sya poh ay pinauwi from Kuwait...may mskukuha poh Kaya sya pangkabuhayan..
ek ago,Elgen ***********,Or dubai saudi and kuwait lang po ba ang banned ngayon?
ek ago,Occena ***********,Kailan pa mo malalaman Ang list of owwa scholars?
ek ago,Mikee ***********,PAANO PO YUNG SOLUTION NYO NA NAKAKULONG SA BANSANG KUWAIT?
ek ago,Zhel ***********,Sir ano po ofw retirement fee? Totoo ba 45yrs old meron pension?
ek ago,Jsd ***********,Hello po nais ku po humingi ng tulong po sa inyo na makauwi po ung misis ku na asa kuwait...kasi ung passport at mga celpon nya pinagkukuha ng amo nya
ek ago,Mae ***********,"Nagpunta po ako sa Pasay office,nasayang lang po pamasahe ko,ire-refer pa din pla nila sa Regional office."
ek ago,Mjrollinfoods ***********,Watching from Kuwait
ek ago,Elma ***********,Good pm ask kolang about end of service mag 3 years na hi this coming October at uuwi na din ako sa march may matanggap ba ako end of service Kasi mag for good na Po ako sa pinas watching from onaizah saudi
ek ago,Celine ***********,GOODEVENING PO! MAY UPDATE NA PO BA SAAKING KAPATID NA SI MARY ROSE AGUILAR AT AKIN PONG PAMANGKIN? MARAMING SALAMAT PO. GODBLESS PO!
ek ago,Roselyn ***********,Watching from Kuwait
ek ago,Igmedio ***********,Great news Sir!
ek ago,Janeth ***********,Watching from Kuwait
ek ago,Danny ***********,good pm po
ek ago,Zosette ***********,Watching from Kuwait
ek ago,SCaps ***********,"Good evening po mga sir watching here in Qatar
sir paano po mgapply anak ko sa owwa scholar Mlang North Cotabato po"
ek ago,Inday ***********,Watching from Kuwait
ek ago,Dyane-Lu ***********,Hello po good afternoon po..hingi po sana ako ng scholarship po sa anak ko...isa po ako single mom at isang ofw po dto sa uae...grade 10 na po sya at nahihirapan po ako...salamat po sana po mapansin nyo po ako
ek ago,Oliveros ***********,Cno po pwede maka usap tungkol sa medical services
ek ago,Tin ***********,sir 3yrs po ako sa abroad.de n po ako babalik my pwde po bha akung mkhingi ng tulong
ek ago,Lenny ***********,Sir..sana po mapansin ako..
ek ago,Fatty ***********,ask ku lang po sir arnel pwde po ba umuwi khit naka 1year kana . from saudi arabia
ek ago,SnipperAurora ***********,Pano po mag apply nanga AKAP
ek ago,Lason ***********,Sir hingi po ako tulong para makaavail ng sskolar sa college hirap po sir dalawa po anak ko salamat
ek ago,Janice ***********,Watching from Kuwait
ek ago,IRisha ***********,Tanong lang po ako regarding po Doon sa cash assistance po Ng owwa sa mga naapektohan Ng bagyong Odette Kasi nag fill up Naman c mama ko po doon sa dinagat island po. Kaso hanggang ngayon Wala naman natanggap.
ek ago,Mylene ***********,Sir and mam Kung uuwi po b ng pilipinas tapos may sakit po di oo natapos kontarta June po ako nandito sa kuwait taoos 3 sa pangatlong amo ko ay nagkasakit po ako Kung uuwi po b magbabayad po b ako sa agency n nagpa alis sa akin un lng po tanong ko po maraming salamt po
ek ago,Troy ***********,"Good evening sir, ang mga biktima po ng lindol nabigyan po ng cash assistance pero sa bagyong odette wala po. Hahaha"
ek ago,SCaps ***********,Watching from Qatar alwaab kumusta po kayo lahat
ek ago,Cire ***********,Sir nagpa polo na po kasama ko kasi exit na siya almost 3months na din siya dipa din siya nakakauwi wala pa dn po kasi action company OWWA Overseas Workers Welfare Administration .
ek ago,Nerissa ***********,Gud afternoon po
ek ago,Mrl ***********,klanqn po ba active owwa membership po baqo mkakuha nq 10k sa finish contarct or 20k pampuhanan sa pinas po f nd na babalik sa ibanq bansa?
ek ago,Mylene ***********,Sana po ay matulungn at mapagbigyn
ek ago,負ぇ ***********,Sana poh mapansin nio ako naka uwi ako ng pinas na di nakatanggap ng sahud DHL di binigay shud koh ng agency ibinigay nla lahat sa aking amo pabalik
ek ago,Juliet ***********,namatay po Kapatid ko nung sabado. kaso in active po daw kapatid ko sa owwa. kaso po may 2 anak pa pong nag aaral.
ek ago,Cel ***********,Bayad ng bayad sa owwa kada renew wla nman mkuha oh refnd man lng khit papano pag nag 44good
ek ago,Jake ***********,"hello po,PWEDE PO AKO MAG COMPLAIN ABOUT PO SA REPATRATION KO LAST 2019.ND PA PO TAPOS CONTRATA KO.PINAUWI AKO NG COMPANY NAMIN.DITO PO SAKIN YUNG PROOF ,MAY CONTRATA PO AKO DTO.AT PASSPORT KO NA TINATAKAN PAUWI DTO"
ek ago,Cel ***********,Ser sna po mka kuha ng scholar po anak tagal ko nren po ofw po
ek ago,Jeanette ***********,Godbless you all
ek ago,Mylene ***********,Hello po watching for kuwait
ek ago,Jerlyn ***********,"Hi mga sir maam,,goodeve..anu po ma avail ng ofw umuwi hindi natapos kuntrata?"
ek ago,Ummih ***********,Ilan aaw na aku tumwga sa gency stiil wlang action po pls paonon ninyo biineta rin po sya s aiabng amo palipat lipta ya ng amo ngayon ang sama ng amo noa nanakit po at guyo na nia mafull out sya inaapi api pocya
ek ago,Petnel ***********,"Hi mga sir bkit po ganun 3,taon n Ng aaply Ang anak ko para sa scholarship Ng owwa di matatangap kahit kmplito papers puro nlng pasa owwa Puerto princesa po sir dito po Ako sa Oman ngayun at isang single mother po"
ek ago,Lhyne ***********,"Pakixheck Po Ang ofw covid assistance sa Hongkong,Dami na nga proof namin na nagkacovid kmi,ung hinahanap nila ung impossible namingakuha na medical certificate,Kasi karamihang sa mga nagkacovid nakahomequarantine"
ek ago,Cherry ***********,Hi po sir arnel
ek ago,Bat ***********,Icheck u din po Sana MGA individual or single na my Business na OFW .wag Lang puro MGA group OFW binibigyan Ng pundo millions millions at sinusupervise niyo po sir/Ma'am.Not only MGA kakilala ....Thank you po sir/Maam
ek ago,Ivana ***********,Sir tanong ko po kong active pa ba ako sa member ng OWWA ko kc huli po akung nag renew noong 2016 nasa Dubai pa ako noon Sir and ma'am. Ngayon po new apply ako dito Riyadh Saudi Arabia noong October lng po ako dito.
ek ago,Antonio ***********,Good evening po ma'am/Sir. Asked kulang po f pwede pa humabol anak ko sa owwa scholarship. 1st year college palang po siya at ka enrolled lang po nya. Single mom po aq at nag work po d2 sa hk. Salamat po and God bless po.
ek ago,Siblings ***********,Sir madam dkopo alam if valid pa po ang iwwa ko 3 years ago po ..sabi po nila ofw MGA anak nmin pwede po bng makaaly po cla Ng scholarship KC Yung bunsoko po ay college po xa bka pwede po nyoko magtulungan MGA sir at madam
ek ago,Mylene ***********,Hello po sir and mam Sana po ay nabasa ang message ko po n mapauwi at mapagamot n kasi po masakit n po ang almuranas ko po kapg tumatae po ay may dugo at masakit ang balakng ko po sikmura Sana po ay matulungn ako n mapauwi nlng po dito po ako sa agency… See more
ek ago,Vinalyn ***********,Good evening po sir magkano po ba ang dagdag sahud ng mga hsw dito sa KSA bawat matapos ang kontrata at laging magbalik sa parihong amo halimbawa 8yrs ago Kana tapos bumalik ulit ? Thank you.watching here Dammam KSA .
4 days ago,Fersaline ***********,Hi good evening po sir mam.isa po ako ofw mam sir.ask ko lang po gusto ko magkaroon ng id card mam sir.pumonta po ako sa owwa dito po sa davao City po mam sir.ang po sa akin sa online raw po ako kumoha ng id card mam sir
ek ago,Faith ***********,Watching from Madinat Khalifa Doha Qatar po sana mbigyan ako ng tulong mula sa namatay ko po na asawa na ex ofw po sa Riyadh dahil ngbooster po sana puede po maibigay ang benifits na mula sa OWWA po...More Power po sainyo.
ek ago,Rosamae ***********,Sna nmn sir yong mga amo dto..kapag hnd sila binalikan ng worker..wg nmn sna nila iblock..dahil ayaw nmn kc nila mgbigay ng exit visa...pg di cla binalikan pinapablock nila...na di muna makapg apply ng iilamg taon ulit
ek ago,Elinonfernandez ***********,"good pm po ung pamangkin ko sa Riyadh,Saudi mahigit na pong 3 taon sa amo nya ayaw pa po pauwiin tumawag na po sa Polo sa Riyadh,Saudi dapat daw po tumawag sya sa agency sa Pinas kaso po sarado na agency nya last year po"
ek ago,Jumell ***********,Hello Sir Arnel Sana po mapansin hingi sana ako nang tulong Sir sana matulongan yung live in partner ko po don sa Saudi Exit na po xia Hindi pa binibigay na company yung settlement nia wlang action sana po mapansin God bless
ek ago,Jomar ***********,Sir gud eve Tanong ko lng kng anong binispinsyo Ng asawa ko.magtatapos na ponsya Ng tatlong taon sa saudi.kasi uuwi na Po sya.ano Po bang binefits makukuha nya sa Iowa pag umuwi na Ng pinas saan pa pwede pumunta salamat
ek ago,Calo ***********,Hello po sir kailangan ko tulong ninyo po ofw po ako dto sa Riyadh Saudi Arabia sa ngyon HND po ako
ek ago,Bhaby ***********,May tanong lang Po Ako BAKIT PO KAILNGAN MAG BAYAD KAMI NG PAG IBIG DAHIL REQUIRED PO PARA MAKAKUHA KAMI NG OEC?SA KATULAD KO PO NA MATANDA NA HND KO NA KAILNGAN ANG PAG IBIG NA YAN SANA PO WALA NA ANG REQUIREMENTS NA YAN.
ek ago,Nick ***********,SIR ARNEL ANU PONG NEED REQUIREMENTS SA OWWA KPAG FOR GOOD NA PO SA PILIPINAS DTO PO AKO KUWAIT NOW SANA PO MAPANSIN NUO PO AKO
ek ago,Nick ***********,SIR ANU PONG NEED REQUIREMENTS PARA MAKAKUHA NG PERA SA OWWA KAPAG FOR GOOD KANA SA PILIPINAS
ek ago,Arcie ***********,"Sir Arnel matulungan galing ako kanina sa owwa sa Asawa ko,"
